17,Female,Never-married,United-States,Black,10th,12,0,Private
17,Female,Never-married,United-States,Black,10th,24,0,Private
17,Female,Never-married,United-States,Black,10th,12,0,Private
17,Female,Never-married,United-States,Black,10th,15,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,30,0,Private
17,Female,Never-married,United-States,Black,10th,10,0,Private
17,Female,Never-married,United-States,Black,10th,18,1055,Private
17,Female,Never-married,United-States,Black,10th,32,0,Private
17,Female,Never-married,United-States,Black,10th,25,0,?
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,12,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,Local-gov
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,20,1055,Private
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,24,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,?
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,12,0,Private
17,Female,Never-married,United-States,Black,10th,10,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,16,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,48,0,Private
17,Female,Never-married,United-States,Black,10th,35,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,18,0,Private
17,Female,Never-married,United-States,Black,10th,12,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,30,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,24,0,?
17,Female,Never-married,United-States,Black,10th,30,0,Self-emp-inc
17,Female,Never-married,United-States,Black,10th,8,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,25,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,32,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,42,0,Private
17,Female,Never-married,United-States,Black,10th,60,0,Local-gov
17,Female,Never-married,United-States,Black,10th,15,0,Private
17,Female,Never-married,United-States,Black,10th,25,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,35,0,Private
17,Female,Never-married,United-States,Black,10th,15,0,Private
17,Female,Never-married,United-States,Black,10th,48,0,Self-emp-not-inc
17,Female,Never-married,United-States,Black,10th,25,0,Private
17,Female,Never-married,United-States,Black,10th,25,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,30,0,Private
17,Female,Never-married,United-States,Black,10th,30,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,15,0,Private
17,Female,Never-married,United-States,Black,10th,15,0,Federal-gov
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Self-emp-not-inc
17,Female,Never-married,United-States,Black,10th,16,0,Private
17,Female,Never-married,United-States,Black,10th,35,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,30,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,?
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,16,0,Private
17,Female,Never-married,United-States,Black,10th,40,15024,?
17,Female,Never-married,United-States,Black,10th,30,0,?
17,Female,Never-married,United-States,Black,10th,40,0,Self-emp-not-inc
17,Female,Never-married,United-States,Black,10th,20,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,45,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,60,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,?
17,Female,Never-married,United-States,Black,10th,40,0,Self-emp-not-inc
17,Female,Never-married,United-States,Black,10th,32,0,Private
17,Female,Never-married,United-States,Black,10th,19,0,Private
17,Female,Never-married,United-States,Black,10th,18,0,Private
17,Female,Never-married,United-States,Black,10th,25,0,Private
17,Female,Never-married,United-States,Black,10th,40,0,Private
17,Female,Never-married,United-States,Black,10th,15,0,Private
