17,Female,Married-civ-spouse,United-States,White,10th,1
17,Female,Never-married,India,White,11th,1
17,Female,Never-married,Mexico,Other,9th,1
17,Female,Never-married,Poland,White,11th,1
17,Female,Never-married,Puerto-Rico,White,11th,1
17,Female,Never-married,United-States,Amer-Indian-Eskimo,10th,1
17,Female,Never-married,United-States,Amer-Indian-Eskimo,11th,1
17,Female,Never-married,United-States,Asian-Pac-Islander,11th,1
17,Female,Never-married,United-States,Black,10th,4
17,Female,Never-married,United-States,Black,11th,6
17,Female,Never-married,United-States,Black,9th,1
17,Female,Never-married,United-States,Other,10th,1
17,Female,Never-married,United-States,White,10th,39
17,Female,Never-married,United-States,White,11th,67
17,Female,Never-married,United-States,White,12th,15
17,Female,Never-married,United-States,White,9th,6
17,Female,Never-married,United-States,White,HS-grad,3
17,Male,Married-civ-spouse,United-States,White,9th,1
17,Male,Never-married,Canada,White,10th,1
17,Male,Never-married,Canada,White,11th,1
17,Male,Never-married,El-Salvador,White,10th,2
17,Male,Never-married,England,White,11th,1
17,Male,Never-married,Haiti,Black,11th,1
17,Male,Never-married,Mexico,Other,7th-8th,1
17,Male,Never-married,Mexico,White,10th,1
17,Male,Never-married,Mexico,White,5th-6th,1
17,Male,Never-married,Mexico,White,HS-grad,1
17,Male,Never-married,Peru,White,11th,1
17,Male,Never-married,United-States,Amer-Indian-Eskimo,11th,1
17,Male,Never-married,United-States,Black,10th,3
17,Male,Never-married,United-States,Black,11th,4
17,Male,Never-married,United-States,Black,12th,1
17,Male,Never-married,United-States,Black,9th,5
17,Male,Never-married,United-States,Black,HS-grad,1
17,Male,Never-married,United-States,Other,11th,1
17,Male,Never-married,United-States,White,10th,54
17,Male,Never-married,United-States,White,11th,66
17,Male,Never-married,United-States,White,12th,16
17,Male,Never-married,United-States,White,7th-8th,2
17,Male,Never-married,United-States,White,9th,9
17,Male,Never-married,United-States,White,HS-grad,2
17,Male,Never-married,United-States,White,Some-college,2
18,Female,Married-civ-spouse,United-States,White,HS-grad,4
18,Female,Never-married,Dominican-Republic,White,HS-grad,1
18,Female,Never-married,India,Asian-Pac-Islander,HS-grad,1
18,Female,Never-married,Mexico,White,11th,1
18,Female,Never-married,Mexico,White,Some-college,1
18,Female,Never-married,Philippines,Asian-Pac-Islander,7th-8th,1
18,Female,Never-married,United-States,Amer-Indian-Eskimo,11th,1
18,Female,Never-married,United-States,Amer-Indian-Eskimo,HS-grad,1
18,Female,Never-married,United-States,Asian-Pac-Islander,11th,1
18,Female,Never-married,United-States,Asian-Pac-Islander,HS-grad,2
18,Female,Never-married,United-States,Black,10th,2
18,Female,Never-married,United-States,Black,11th,5
18,Female,Never-married,United-States,Black,12th,2
18,Female,Never-married,United-States,Black,HS-grad,2
18,Female,Never-married,United-States,Black,Some-college,2
18,Female,Never-married,United-States,Other,9th,1
18,Female,Never-married,United-States,White,10th,9
18,Female,Never-married,United-States,White,11th,54
18,Female,Never-married,United-States,White,12th,21
18,Female,Never-married,United-States,White,7th-8th,1
18,Female,Never-married,United-States,White,9th,1
18,Female,Never-married,United-States,White,HS-grad,61
18,Female,Never-married,United-States,White,Masters,1
18,Female,Never-married,United-States,White,Some-college,42
18,Male,Divorced,United-States,White,Some-college,1
18,Male,Married-civ-spouse,United-States,White,11th,2
18,Male,Married-civ-spouse,United-States,White,HS-grad,1
18,Male,Married-spouse-absent,Jamaica,Black,HS-grad,1
18,Male,Never-married,Canada,White,HS-grad,1
18,Male,Never-married,Columbia,White,12th,1
18,Male,Never-married,Honduras,White,5th-6th,1
18,Male,Never-married,Mexico,White,5th-6th,2
18,Male,Never-married,Mexico,White,7th-8th,1
18,Male,Never-married,Mexico,White,9th,1
18,Male,Never-married,Peru,White,11th,1
18,Male,Never-married,Philippines,Asian-Pac-Islander,11th,1
18,Male,Never-married,Scotland,White,11th,1
18,Male,Never-married,United-States,Amer-Indian-Eskimo,11th,1
18,Male,Never-married,United-States,Amer-Indian-Eskimo,HS-grad,1
18,Male,Never-married,United-States,Asian-Pac-Islander,HS-grad,1
18,Male,Never-married,United-States,Asian-Pac-Islander,Some-college,1
18,Male,Never-married,United-States,Black,10th,2
18,Male,Never-married,United-States,Black,11th,9
18,Male,Never-married,United-States,Black,12th,2
18,Male,Never-married,United-States,Black,9th,2
18,Male,Never-married,United-States,Black,HS-grad,5
18,Male,Never-married,United-States,Black,Some-college,1
18,Male,Never-married,United-States,Other,Some-college,1
18,Male,Never-married,United-States,White,10th,18
18,Male,Never-married,United-States,White,11th,67
18,Male,Never-married,United-States,White,12th,25
18,Male,Never-married,United-States,White,5th-6th,1
18,Male,Never-married,United-States,White,7th-8th,2
18,Male,Never-married,United-States,White,9th,2
18,Male,Never-married,United-States,White,HS-grad,43
18,Male,Never-married,United-States,White,Some-college,33
19,Female,Divorced,El-Salvador,White,HS-grad,1
19,Female,Divorced,United-States,White,10th,1
19,Female,Divorced,United-States,White,11th,1
19,Female,Divorced,United-States,White,HS-grad,2
19,Female,Divorced,United-States,White,Some-college,1
19,Female,Married-AF-spouse,United-States,White,HS-grad,2
19,Female,Married-civ-spouse,United-States,Black,HS-grad,1
19,Female,Married-civ-spouse,United-States,White,HS-grad,2
19,Female,Married-spouse-absent,United-States,Amer-Indian-Eskimo,10th,1
19,Female,Married-spouse-absent,United-States,Other,12th,1
19,Female,Married-spouse-absent,United-States,White,Some-college,1
19,Female,Never-married,El-Salvador,White,HS-grad,1
19,Female,Never-married,Guatemala,Other,HS-grad,1
19,Female,Never-married,Honduras,White,11th,1
19,Female,Never-married,Japan,White,Some-college,1
19,Female,Never-married,Mexico,White,Some-college,1
19,Female,Never-married,Nicaragua,Other,11th,1
19,Female,Never-married,Philippines,Asian-Pac-Islander,11th,1
19,Female,Never-married,Philippines,Asian-Pac-Islander,Some-college,1
19,Female,Never-married,Puerto-Rico,Other,HS-grad,1
19,Female,Never-married,Puerto-Rico,White,Some-college,1
19,Female,Never-married,South,Amer-Indian-Eskimo,11th,1
19,Female,Never-married,South,Asian-Pac-Islander,Some-college,1
19,Female,Never-married,Thailand,Asian-Pac-Islander,12th,1
19,Female,Never-married,United-States,Amer-Indian-Eskimo,HS-grad,1
19,Female,Never-married,United-States,Amer-Indian-Eskimo,Some-college,1
19,Female,Never-married,United-States,Asian-Pac-Islander,HS-grad,3
19,Female,Never-married,United-States,Black,10th,2
19,Female,Never-married,United-States,Black,11th,1
19,Female,Never-married,United-States,Black,12th,1
19,Female,Never-married,United-States,Black,Assoc-voc,1
19,Female,Never-married,United-States,Black,HS-grad,10
19,Female,Never-married,United-States,Black,Some-college,6
19,Female,Never-married,United-States,White,10th,3
19,Female,Never-married,United-States,White,11th,10
19,Female,Never-married,United-States,White,12th,9
19,Female,Never-married,United-States,White,7th-8th,1
19,Female,Never-married,United-States,White,Assoc-acdm,1
19,Female,Never-married,United-States,White,Assoc-voc,1
19,Female,Never-married,United-States,White,Bachelors,1
19,Female,Never-married,United-States,White,HS-grad,79
19,Female,Never-married,United-States,White,Some-college,132
19,Female,Separated,United-States,White,11th,1
19,Female,Separated,United-States,White,12th,1
19,Female,Separated,United-States,White,HS-grad,2
19,Female,Separated,United-States,White,Some-college,1
19,Male,Married-civ-spouse,Mexico,White,7th-8th,1
19,Male,Married-civ-spouse,United-States,White,11th,2
19,Male,Married-civ-spouse,United-States,White,7th-8th,1
19,Male,Married-civ-spouse,United-States,White,HS-grad,4
19,Male,Never-married,El-Salvador,White,12th,1
19,Male,Never-married,England,White,Some-college,1
19,Male,Never-married,Guatemala,White,5th-6th,1
19,Male,Never-married,Guatemala,White,7th-8th,1
19,Male,Never-married,Haiti,Black,HS-grad,1
19,Male,Never-married,Hong,White,Preschool,1
19,Male,Never-married,Laos,Asian-Pac-Islander,Some-college,1
19,Male,Never-married,Mexico,White,11th,1
19,Male,Never-married,Mexico,White,1st-4th,3
19,Male,Never-married,Mexico,White,5th-6th,1
19,Male,Never-married,Mexico,White,9th,2
19,Male,Never-married,Mexico,White,HS-grad,2
19,Male,Never-married,Mexico,White,Some-college,2
19,Male,Never-married,Nicaragua,White,Some-college,1
19,Male,Never-married,Puerto-Rico,White,HS-grad,1
19,Male,Never-married,Thailand,White,Some-college,1
19,Male,Never-married,United-States,Amer-Indian-Eskimo,12th,1
19,Male,Never-married,United-States,Asian-Pac-Islander,Assoc-voc,1
19,Male,Never-married,United-States,Asian-Pac-Islander,HS-grad,1
19,Male,Never-married,United-States,Black,11th,1
19,Male,Never-married,United-States,Black,12th,1
19,Male,Never-married,United-States,Black,HS-grad,10
19,Male,Never-married,United-States,Black,Some-college,7
19,Male,Never-married,United-States,White,10th,5
19,Male,Never-married,United-States,White,11th,19
19,Male,Never-married,United-States,White,12th,9
19,Male,Never-married,United-States,White,7th-8th,4
19,Male,Never-married,United-States,White,9th,2
19,Male,Never-married,United-States,White,HS-grad,114
19,Male,Never-married,United-States,White,Some-college,93
19,Male,Never-married,Vietnam,Asian-Pac-Islander,Some-college,2
20,Female,Divorced,United-States,Black,HS-grad,1
20,Female,Divorced,United-States,White,12th,1
20,Female,Divorced,United-States,White,HS-grad,2
20,Female,Divorced,United-States,White,Some-college,1
20,Female,Married-civ-spouse,Mexico,White,HS-grad,1
20,Female,Married-civ-spouse,Peru,White,HS-grad,1
20,Female,Married-civ-spouse,United-States,White,11th,1
