30-79,Male,Married-civ-spouse,United-States,*,*,50.0,0.0,Self-emp-inc
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,48.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Federal-gov
30-79,Male,Married-civ-spouse,United-States,*,*,48.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Local-gov
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Self-emp-not-inc
30-79,Male,Married-civ-spouse,United-States,*,*,38.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,45.0,0.0,Self-emp-not-inc
30-79,Male,Married-civ-spouse,United-States,*,*,13.0,0.0,Self-emp-not-inc
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Local-gov
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Self-emp-not-inc
30-79,Male,Married-civ-spouse,United-States,*,*,60.0,0.0,Self-emp-not-inc
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,45.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,5178.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,48.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,State-gov
30-79,Male,Married-civ-spouse,United-States,*,*,60.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,50.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,80.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Local-gov
30-79,Male,Married-civ-spouse,United-States,*,*,50.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,43.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,20.0,0.0,Private
19-53,*,*,*,*,*,40.0,5013.0,Private
19-53,*,*,*,*,*,40.0,2407.0,Private
19-53,*,*,*,*,*,70.0,0.0,Self-emp-not-inc
19-53,*,*,*,*,*,50.0,0.0,Private
19-53,*,*,*,*,*,45.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Federal-gov
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,15.0,0.0,State-gov
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,58.0,0.0,Private
19-53,*,*,*,*,*,50.0,0.0,Local-gov
19-53,*,*,*,*,*,43.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,35.0,0.0,Self-emp-not-inc
19-53,*,*,*,*,*,35.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,52.0,0.0,Local-gov
19-53,*,*,*,*,*,40.0,2174.0,State-gov
19-53,*,*,*,*,*,80.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Private
19-53,*,*,*,*,*,32.0,0.0,Private
19-53,*,*,*,*,*,40.0,0.0,Local-gov
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,40.0,0.0,Federal-gov
18-59,*,*,*,*,*,22.0,0.0,Private
18-59,*,*,*,*,*,44.0,0.0,Private
18-59,*,*,*,*,*,60.0,0.0,Self-emp-inc
18-59,*,*,*,*,*,30.0,0.0,Private
18-59,*,*,*,*,*,50.0,14084.0,Private
18-59,*,*,*,*,*,25.0,0.0,Private
18-59,*,*,*,*,*,50.0,0.0,Private
18-59,*,*,*,*,*,50.0,0.0,Federal-gov
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,40.0,14344.0,Private
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,55.0,0.0,Federal-gov
18-59,*,*,*,*,*,35.0,0.0,Private
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,45.0,0.0,Self-emp-not-inc
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,20.0,0.0,Private
18-59,*,*,*,*,*,40.0,0.0,Federal-gov
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,25.0,0.0,Private
18-59,*,*,*,*,*,40.0,0.0,State-gov
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,60.0,0.0,Private
18-59,*,*,*,*,*,40.0,0.0,Private
18-59,*,*,*,*,*,30.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,40.0,0.0,Private
30-79,Male,Married-civ-spouse,United-States,*,*,16.0,0.0,Private
