18,Male,Never-married,United-States,White,HS-grad,30,0,Private
18,Male,Never-married,United-States,White,HS-grad,22,0,Private
18,Male,Never-married,United-States,White,HS-grad,25,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,32,0,Private
18,Male,Never-married,United-States,White,HS-grad,44,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,15,0,State-gov
18,Male,Never-married,United-States,White,HS-grad,30,0,Private
18,Male,Never-married,United-States,White,HS-grad,52,0,Local-gov
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,50,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,58,0,Private
18,Male,Never-married,United-States,White,HS-grad,70,0,Self-emp-not-inc
18,Male,Never-married,United-States,White,HS-grad,43,0,Private
18,Male,Never-married,United-States,White,HS-grad,50,0,Local-gov
18,Male,Never-married,United-States,White,HS-grad,40,2407,Private
18,Male,Never-married,United-States,White,HS-grad,40,5013,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Federal-gov
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Local-gov
18,Male,Never-married,United-States,White,HS-grad,43,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,50,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Local-gov
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,35,0,Self-emp-not-inc
18,Male,Never-married,United-States,White,HS-grad,35,0,Private
18,Male,Never-married,United-States,White,HS-grad,25,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,50,14084,Private
