17,Female,Never-married,United-States,White,10th,23,0,Private
17,Female,Never-married,United-States,White,10th,20,0,Private
17,Female,Never-married,United-States,White,10th,15,0,Private
17,Female,Never-married,United-States,White,10th,25,0,Private
17,Female,Never-married,United-States,White,10th,18,0,Private
17,Female,Never-married,United-States,White,10th,10,0,Private
17,Female,Never-married,United-States,White,10th,30,0,Private
17,Female,Never-married,United-States,White,10th,14,0,Private
17,Female,Never-married,United-States,White,10th,20,0,Private
17,Female,Never-married,United-States,White,10th,20,0,Private
17,Female,Never-married,United-States,White,10th,40,0,Local-gov
17,Female,Never-married,United-States,White,10th,15,0,Private
17,Female,Never-married,United-States,White,10th,25,0,Private
17,Female,Never-married,United-States,White,10th,10,0,Private
17,Female,Never-married,United-States,White,10th,20,0,Private
17,Female,Never-married,United-States,White,10th,20,0,Private
17,Female,Never-married,United-States,White,10th,12,0,Private
17,Female,Never-married,United-States,White,10th,12,0,Private
17,Female,Never-married,United-States,White,10th,10,0,Private
17,Female,Never-married,United-States,White,10th,16,0,Private
17,Female,Never-married,United-States,White,10th,5,0,Private
17,Female,Never-married,United-States,White,10th,25,0,Local-gov
17,Female,Never-married,United-States,White,10th,15,0,Private
17,Female,Never-married,United-States,White,10th,10,0,Private
17,Female,Never-married,United-States,White,10th,12,0,Private
17,Female,Never-married,United-States,White,10th,24,0,Private
17,Female,Never-married,United-States,White,11th,12,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,20,1055,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,16,0,Local-gov
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,35,0,Private
17,Female,Never-married,United-States,White,11th,16,0,Private
17,Female,Never-married,United-States,White,11th,15,0,Private
17,Female,Never-married,United-States,White,11th,25,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,15,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,30,0,Private
17,Female,Never-married,United-States,White,11th,12,0,Local-gov
17,Female,Never-married,United-States,White,11th,15,0,Private
17,Female,Never-married,United-States,White,11th,9,0,Private
17,Female,Never-married,United-States,White,11th,7,0,Private
17,Female,Never-married,United-States,White,11th,40,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,12,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,30,0,Private
17,Female,Never-married,United-States,White,11th,8,0,Private
17,Female,Never-married,United-States,White,11th,8,0,Private
17,Female,Never-married,United-States,White,11th,32,0,Private
17,Female,Never-married,United-States,White,11th,40,0,Private
17,Female,Never-married,United-States,White,11th,15,0,Local-gov
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,24,0,Private
17,Female,Never-married,United-States,White,11th,15,0,Private
17,Female,Never-married,United-States,White,11th,12,0,Private
17,Female,Never-married,United-States,White,11th,18,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,15,0,Private
17,Female,Never-married,United-States,White,11th,25,0,Private
17,Female,Never-married,United-States,White,11th,40,0,Local-gov
17,Female,Never-married,United-States,White,11th,10,0,Private
17,Female,Never-married,United-States,White,11th,8,0,Private
17,Female,Never-married,United-States,White,11th,16,0,Private
17,Female,Never-married,United-States,White,11th,15,0,Private
17,Female,Never-married,United-States,White,11th,30,0,Private
17,Female,Never-married,United-States,White,11th,25,0,Private
17,Female,Never-married,United-States,White,11th,15,0,Private
17,Female,Never-married,United-States,White,11th,13,0,Private
17,Female,Never-married,United-States,White,11th,9,0,Private
17,Female,Never-married,United-States,White,11th,16,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,16,0,Private
17,Female,Never-married,United-States,White,11th,16,0,Private
17,Female,Never-married,United-States,White,11th,12,0,Private
17,Female,Never-married,United-States,White,11th,12,0,Private
17,Female,Never-married,United-States,White,11th,16,0,Private
17,Female,Never-married,United-States,White,11th,5,0,Private
17,Female,Never-married,United-States,White,11th,15,0,Private
17,Female,Never-married,United-States,White,11th,8,0,Private
17,Female,Never-married,United-States,White,11th,15,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,23,0,Private
17,Female,Never-married,United-States,White,11th,20,0,Private
17,Female,Never-married,United-States,White,11th,22,0,Private
17,Female,Never-married,United-States,White,11th,12,0,Private
17,Female,Never-married,United-States,White,11th,12,0,Private
17,Male,Never-married,United-States,White,10th,10,0,Self-emp-not-inc
17,Male,Never-married,United-States,White,10th,24,0,Private
17,Male,Never-married,United-States,White,10th,30,0,Private
17,Male,Never-married,United-States,White,10th,20,0,Private
17,Male,Never-married,United-States,White,10th,20,0,Private
17,Male,Never-married,United-States,White,10th,20,0,Private
17,Male,Never-married,United-States,White,10th,10,0,Private
17,Male,Never-married,United-States,White,10th,40,0,State-gov
17,Male,Never-married,United-States,White,10th,30,0,Private
17,Male,Never-married,United-States,White,10th,8,0,Private
17,Male,Never-married,United-States,White,10th,40,0,Private
17,Male,Never-married,United-States,White,10th,4,0,Self-emp-inc
17,Male,Never-married,United-States,White,10th,25,0,Private
17,Male,Never-married,United-States,White,10th,15,0,Private
17,Male,Never-married,United-States,White,10th,40,0,Private
17,Male,Never-married,United-States,White,10th,14,0,Private
17,Male,Never-married,United-States,White,10th,40,0,Private
17,Male,Never-married,United-States,White,10th,35,0,Self-emp-not-inc
17,Male,Never-married,United-States,White,10th,5,0,Private
17,Male,Never-married,United-States,White,10th,30,0,State-gov
17,Male,Never-married,United-States,White,10th,15,0,Private
17,Male,Never-married,United-States,White,10th,40,0,Self-emp-inc
17,Male,Never-married,United-States,White,10th,30,0,Never-worked
17,Male,Never-married,United-States,White,10th,40,0,Private
17,Male,Never-married,United-States,White,10th,20,0,Private
17,Male,Never-married,United-States,White,10th,20,0,Private
17,Male,Never-married,United-States,White,10th,12,0,Self-emp-inc
17,Male,Never-married,United-States,White,10th,10,0,Private
17,Male,Never-married,United-States,White,10th,15,0,Self-emp-inc
17,Male,Never-married,United-States,White,10th,15,0,Private
17,Male,Never-married,United-States,White,10th,30,0,Private
17,Male,Never-married,United-States,White,10th,16,0,Private
17,Male,Never-married,United-States,White,10th,25,0,Private
17,Male,Never-married,United-States,White,10th,8,0,Private
17,Male,Never-married,United-States,White,10th,30,594,Private
17,Male,Never-married,United-States,White,10th,20,0,Private
17,Male,Never-married,United-States,White,10th,15,0,Private
17,Male,Never-married,United-States,White,10th,15,0,Private
